Product Title,Price (₦),URL
Samsung Galaxy S24 FE 8GB 256GB,986000.0,https://slot.ng/index.php/catalogsearch/result/?cat=&q=Samsung+Galaxy+S24+Ultra+5G
"Samsung Galaxy S24 Ultra 5G - 6.8"" 256GB/12GB, 1.SIM + ESIM - Black",1325000.0,https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-6.8-256gb12gb-1.sim-esim-black-369807040.html
